mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_mfcc4,mean_mfcc5,mean_mfcc6,mean_mfcc7,mean_mfcc8,mean_mfcc9,mean_mfcc10,mean_mfcc11,mean_mfcc12,mean_mfcc13,mean_zcr,mean_centroid,mean_RMSE,label
-633.7501220703125,95.00959777832031,-99.4271011352539,-19.698974609375,-32.61760330200195,12.17426586151123,8.17352294921875,10.025922775268555,-6.705356121063232,-3.329784870147705,-8.208524703979492,10.101340293884277,5.760942459106445,0.17887369791666666,1567.0405938859365,0.002442169701680541,0
-627.1298217773438,90.62529754638672,-101.50151824951172,-17.040197372436523,-34.23152160644531,8.714821815490723,4.397115707397461,9.13946533203125,-5.950651168823242,-1.8044111728668213,-8.473899841308594,8.27193832397461,6.469191074371338,0.1953125,1629.1120281740755,0.002268314827233553,0
-601.2342529296875,89.28826141357422,-99.66771697998047,-15.912300109863281,-34.84444808959961,7.323431491851807,0.9772713780403137,3.73256516456604,-8.09800910949707,-0.4888259172439575,-7.816844940185547,5.021831035614014,2.4568302631378174,0.20458984375,1651.235339850633,0.002952671144157648,0
-590.1641845703125,93.2046890258789,-98.50566101074219,-16.609899520874023,-34.05900573730469,6.029147624969482,-1.8100963830947876,0.42143797874450684,-8.783616065979004,-0.44975513219833374,-5.931761264801025,5.138333797454834,2.9638192653656006,0.212890625,1633.7877673125931,0.003101791488006711,0
-604.4346313476562,80.0925521850586,-100.00997161865234,-12.007729530334473,-34.78655242919922,10.780765533447266,3.515028476715088,4.7958455085754395,-5.345149040222168,-2.032442808151245,-7.907983303070068,7.574032783508301,6.316400051116943,0.23014322916666666,1745.5603840664628,0.0027878994587808847,0
-660.0565795898438,165.69224548339844,-113.58615112304688,-9.545000076293945,-6.861595153808594,-3.148557662963867,0.872835099697113,1.250577688217163,9.511381149291992,2.0158565044403076,-1.0897296667099,2.36200213432312,0.5585964918136597,0.18082682291666666,1225.4410612685454,0.0026621138677001,0
-635.0172729492188,164.63490295410156,-116.24728393554688,-10.751058578491211,-24.65048599243164,-5.597238063812256,-1.9953135251998901,4.989630699157715,8.901579856872559,4.014262676239014,-0.4479830861091614,3.64587140083313,-2.5220744609832764,0.1728515625,1262.258034228337,0.0029646013863384724,0
-653.8588256835938,167.0387420654297,-106.1841049194336,-6.90358304977417,-16.557817459106445,-0.349101185798645,-1.151780366897583,6.364261150360107,10.480887413024902,7.051861763000488,1.9752403497695923,5.699771404266357,0.37278836965560913,0.16975911458333334,1233.903494801284,0.0022237892262637615,0
-639.5238647460938,156.44505310058594,-115.72007751464844,-6.195262432098389,-18.658594131469727,-2.546050786972046,-3.923440456390381,1.9692407846450806,3.7336134910583496,3.6266489028930664,-1.543380856513977,4.479414463043213,-3.5655856132507324,0.18359375,1335.7246780512917,0.002373018302023411,0
-643.18408203125,160.40757751464844,-111.37683868408203,-8.496733665466309,-20.0938663482666,-3.000436544418335,-2.072908401489258,2.664443016052246,3.718411922454834,2.727640151977539,-1.0553959608078003,7.382782459259033,-0.6780734658241272,0.16650390625,1282.4259863520224,0.002410021610558033,0
-592.5035400390625,109.83830261230469,-96.85613250732422,-23.56900405883789,-26.804691314697266,0.254244863986969,-3.827512264251709,4.3239054679870605,0.5084695816040039,-6.5140814781188965,-4.941610813140869,12.2338285446167,-0.3503808379173279,0.16780598958333334,1483.6160359727337,0.0033796261996030807,0
-599.71484375,110.6273422241211,-98.33963775634766,-25.30354881286621,-26.53470230102539,0.5591781139373779,-2.0517091751098633,4.429720401763916,-1.442783236503601,-6.716099739074707,-5.468137741088867,11.367433547973633,0.9816717505455017,0.17057291666666666,1471.8461969804905,0.003343256190419197,0
-604.1072998046875,111.74640655517578,-98.5954360961914,-25.283634185791016,-27.042387008666992,0.4339107573032379,-2.428178071975708,5.904192924499512,-1.177083969116211,-7.646684169769287,-7.00005578994751,10.529553413391113,-0.5345537662506104,0.1630859375,1469.0862131945473,0.003048054175451398,0
-603.0376586914062,108.77093505859375,-100.2817153930664,-23.080476760864258,-26.720251083374023,0.994268536567688,-0.1812332421541214,7.284801006317139,-1.783016562461853,-9.097830772399902,-8.035809516906738,13.61996078491211,0.6730270385742188,0.185546875,1487.4380942622604,0.003360775299370289,0
-601.68701171875,111.5654067993164,-98.57498168945312,-22.907772064208984,-28.652233123779297,0.6011684536933899,-0.02200131118297577,8.85818862915039,-0.18245410919189453,-6.739274501800537,-8.537968635559082,12.36581039428711,2.1760032176971436,0.16943359375,1465.2938420427915,0.003194640390574932,0
-666.6026611328125,157.68077087402344,-95.43193817138672,-5.179898262023926,-15.40565299987793,1.4132719039916992,-1.9401216506958008,3.7755632400512695,3.0336756706237793,6.324489116668701,2.3429579734802246,4.019009590148926,-0.5793319344520569,0.17057291666666666,1253.6245428938973,0.0016953739104792476,0
-666.53515625,142.65155029296875,-86.74766540527344,-17.903539657592773,-13.818546295166016,-4.419050216674805,4.708469390869141,1.356640100479126,6.870932579040527,5.134673118591309,3.504006862640381,2.216090202331543,1.5131235122680664,0.3209635416666667,1278.8163911152642,0.0025984474923461676,0
-635.4906616210938,162.933837890625,-102.7738265991211,-7.126204013824463,-22.34694480895996,-1.6562979221343994,-1.0015136003494263,7.064897537231445,4.952988147735596,4.278703212738037,1.0433785915374756,5.564065456390381,-2.5822932720184326,0.1591796875,1232.663304325656,0.002520438516512513,0
-625.6865844726562,164.7523651123047,-93.2834701538086,-6.825099945068359,-16.4428768157959,0.9849646687507629,2.7082571983337402,4.847099304199219,4.397220134735107,4.106381416320801,2.3718364238739014,4.7549662590026855,-1.2054661512374878,0.1572265625,1152.0024028905896,0.003133115591481328,0
-726.2073974609375,47.81048583984375,-39.9106330871582,-4.371967315673828,-8.919307708740234,-3.860241651535034,-1.4786667823791504,-1.4407477378845215,1.6123723983764648,2.588606834411621,1.2641005516052246,1.9421026706695557,-0.22228187322616577,0.7626953125,1889.8132828668429,0.007950619794428349,0
-670.4405517578125,149.88333129882812,-84.81395721435547,5.230195045471191,-13.357095718383789,7.275018215179443,-3.3676297664642334,0.25108885765075684,6.92966365814209,7.812384605407715,3.495547294616699,2.506197929382324,4.489498615264893,0.19449869791666666,1305.2151591436966,0.00151341303717345,0
-658.2421264648438,146.81617736816406,-86.64481353759766,5.113997459411621,-13.416933059692383,4.610451698303223,-2.720097780227661,2.2459394931793213,7.360967636108398,7.853524684906006,5.082024097442627,3.1004462242126465,4.40217924118042,0.20377604166666666,1333.5097277825348,0.0017290704417973757,0
-656.611083984375,148.17884826660156,-88.60842895507812,3.6969685554504395,-19.356523513793945,3.772754430770874,-3.757183790206909,2.068922281265259,7.134476184844971,8.972821235656738,3.5915985107421875,5.933983325958252,3.9775238037109375,0.18603515625,1319.1703100557315,0.0017031546449288726,0
-652.5983276367188,145.92770385742188,-85.15444946289062,0.9933003783226013,-14.877872467041016,3.904264450073242,-2.9122276306152344,4.476499080657959,4.871093273162842,9.18259334564209,0.2950923442840576,7.9814252853393555,-0.7969382405281067,0.2001953125,1356.6266883249807,0.0016283170552924275,0
-653.2269287109375,145.5717315673828,-84.53836822509766,4.915691375732422,-14.108055114746094,6.012453079223633,-1.8942190408706665,5.566426753997803,5.516773223876953,6.626287937164307,1.0359339714050293,7.043551445007324,2.389880418777466,0.16715494791666666,1315.6253703870407,0.0015126923099160194,0
-564.9801025390625,65.26399230957031,-94.49671936035156,-5.196197509765625,-23.55084800720215,-2.8287723064422607,6.626187324523926,6.185238361358643,-1.688094973564148,2.2514753341674805,-6.600606441497803,10.367324829101562,4.586183547973633,0.28125,1976.4839395814383,0.003539554076269269,0
