mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_mfcc4,mean_mfcc5,mean_mfcc6,mean_mfcc7,mean_mfcc8,mean_mfcc9,mean_mfcc10,mean_mfcc11,mean_mfcc12,mean_mfcc13,mean_zcr,mean_centroid,mean_RMSE,label
-645.0322875976562,144.3845672607422,-100.69261932373047,-5.618044376373291,-11.62047004699707,-3.630162000656128,-3.447542190551758,4.553025722503662,-8.466824531555176,-0.30695807933807373,-3.4865870475769043,4.311237812042236,-0.9164741635322571,0.18310546875,1375.94110351316,0.0018545411294326186,1
